OrderID,OrderDate,CustomerID,CustomerName,Region,Category,Product,Quantity,UnitPrice,SalesRep,PaymentMethod,CustomerSegment,Revenue
ORD101023,2025-05-18,CUST1183,Riya Reddy,South,Software,Cloud Backup Plan,5,201.77,P. Iyer,Debit Card,Returning,1008.85
ORD100562,2025-12-30,CUST1142,Diya Reddy,West,Furniture,Bookshelf,2,100.3,N. Joshi,UPI,New,200.6
ORD101282,2025-02-15,CUST1022,Reyansh Gupta,West,Software,VPN Subscription,1,217.76,M. Gupta,Wallet,New,217.76
ORD100810,2025-11-16,CUST1390,Aarav Joshi,East,Software,VPN Subscription,1,25.74,A. Sharma,Net Banking,New,25.74
ORD101279,2025-03-06,CUST1019,Riya Malhotra,North,Software,Antivirus License,5,410.76,M. Gupta,UPI,Returning,2053.8
ORD100015,2024-01-10,CUST1015,Kavya Patel,East,Office Supplies,Sticky Notes,1,40.38,A. Sharma,Debit Card,Returning,40.38
ORD100668,2024-06-05,CUST1248,Riya Nair,East,Furniture,Desk Lamp,2,131.75,M. Gupta,UPI,Returning,263.5
ORD101194,2024-03-11,CUST1354,Pari Gupta,West,Software,Antivirus License,1,209.02,R. Verma,Debit Card,Returning,209.02
ORD100013,2024-11-17,CUST1013,Reyansh Sharma,West,Office Supplies,Sticky Notes,1,266.21,M. Gupta,Credit Card,New,266.21
ORD100108,2025-04-27,CUST1108,Reyansh Iyer,East,Office Supplies,Whiteboard,1,237.26,S. Khan,Net Banking,New,237.26
ORD100474,2025-09-14,CUST1054,Arjun Patel,East,Electronics,Mechanical Keyboard,4,98.26,A. Sharma,Net Banking,Returning,393.04
ORD101548,2024-07-09,CUST1288,Anika Agarwal,South,Furniture,Filing Cabinet,1,245.45,S. Khan,UPI,New,245.45
ORD100330,2024-01-08,CUST1330,Saanvi Patel,South,Software,VPN Subscription,2,322.76,A. Sharma,Credit Card,Returning,645.52
ORD101525,2024-11-26,CUST1265,Aditya Chopra,East,Software,Cloud Backup Plan,2,375.78,A. Sharma,Debit Card,New,751.56
ORD101302,2025-03-12,CUST1042,Ayaan Sharma,North,Office Supplies,Sticky Notes,1,283.09,M. Gupta,Wallet,New,283.09
ORD100340,2025-01-26,CUST1340,Sai Agarwal,West,Furniture,Bookshelf,3,448.21,A. Sharma,UPI,New,1344.63
ORD101266,2025-09-26,CUST1006,Ayaan Singh,North,Electronics,Webcam HD,1,78.86,R. Verma,UPI,New,78.86
ORD100098,2025-12-27,CUST1098,Anika Gupta,South,Electronics,Wireless Mouse,3,426.79,R. Verma,Wallet,Returning,1280.37
ORD100259,2024-04-19,CUST1259,Ayaan Chopra,East,Office Supplies,Desk Organizer,1,306.71,M. Gupta,Credit Card,Returning,306.71
ORD101483,2024-09-24,CUST1223,Myra Nair,West,Electronics,Wireless Mouse,4,295.83,S. Khan,Net Banking,New,1183.32
ORD100308,2024-05-31,CUST1308,Riya Chopra,South,Furniture,Desk Lamp,3,24.23,P. Iyer,Net Banking,New,72.69
ORD101493,2025-11-24,CUST1233,Diya Khan,East,Electronics,Webcam HD,3,137.31,A. Sharma,Wallet,New,411.93
ORD100270,2024-11-06,CUST1270,Kavya Kumar,East,Office Supplies,Notebook Pack,1,239.31,M. Gupta,Credit Card,Returning,239.31
ORD101358,2024-02-27,CUST1098,Sai Singh,West,Electronics,Mechanical Keyboard,4,147.83,N. Joshi,UPI,New,591.32
ORD101461,2024-12-10,CUST1201,Aditya Sharma,North,Electronics,Mechanical Keyboard,2,138.48,A. Sharma,Net Banking,Returning,276.96
ORD100351,2025-04-30,CUST1351,Vivaan Singh,South,Office Supplies,Sticky Notes,1,78.61,R. Verma,UPI,Returning,78.61
ORD100587,2024-10-08,CUST1167,Reyansh Sharma,West,Furniture,Standing Desk,1,62.85,M. Gupta,Credit Card,Returning,62.85
ORD101156,2024-10-07,CUST1316,Navya Reddy,East,Furniture,Standing Desk,4,254.91,P. Iyer,Credit Card,Returning,1019.64
ORD100096,2024-07-24,CUST1096,Sai Agarwal,North,Furniture,Standing Desk,2,357.34,M. Gupta,Debit Card,New,714.68
ORD101533,2025-09-23,CUST1273,Aarav Nair,South,Electronics,Wireless Mouse,1,339.21,R. Verma,Debit Card,Returning,339.21
ORD101445,2024-04-05,CUST1185,Reyansh Singh,East,Software,Antivirus License,5,253.53,R. Verma,Debit Card,Returning,1267.65
ORD100960,2025-09-26,CUST1120,Reyansh Verma,West,Furniture,Bookshelf,4,218.33,S. Khan,UPI,Returning,873.32
ORD100249,2025-12-14,CUST1249,Myra Agarwal,East,Software,Project Mgmt Tool,4,67.18,P. Iyer,Wallet,Returning,268.72
ORD100024,2025-11-01,CUST1024,Ishaan Singh,East,Electronics,USB-C Hub,5,203.27,N. Joshi,Debit Card,New,1016.35
ORD100110,2024-10-21,CUST1110,Riya Malhotra,West,Software,Cloud Backup Plan,4,403.93,R. Verma,Net Banking,New,1615.72
ORD100868,2025-06-22,CUST1028,Myra Verma,North,Office Supplies,Whiteboard,2,69.27,N. Joshi,Wallet,New,138.54
ORD100825,2025-08-30,CUST1405,Navya Reddy,East,Furniture,Filing Cabinet,5,439.84,S. Khan,UPI,New,2199.2
ORD101568,2024-04-15,CUST1308,Aadhya Kumar,East,Office Supplies,Notebook Pack,4,437.49,S. Khan,Wallet,New,1749.96
ORD100862,2025-08-13,CUST1022,Diya Chopra,North,Furniture,Desk Lamp,3,240.81,N. Joshi,Net Banking,New,722.43
ORD100672,2024-07-19,CUST1252,Diya Gupta,South,Office Supplies,Whiteboard,3,240.49,P. Iyer,Net Banking,New,721.47
ORD101025,2024-11-28,CUST1185,Saanvi Reddy,East,Office Supplies,Notebook Pack,2,283.87,A. Sharma,Credit Card,New,567.74
ORD100367,2024-05-30,CUST1367,Ishaan Agarwal,North,Furniture,Filing Cabinet,3,312.6,M. Gupta,Credit Card,Returning,937.8
ORD101172,2025-07-03,CUST1332,Anika Joshi,South,Electronics,Mechanical Keyboard,1,263.53,A. Sharma,Net Banking,Returning,263.53
ORD100492,2024-06-08,CUST1072,Kavya Iyer,West,Office Supplies,Whiteboard,1,344.77,P. Iyer,Wallet,New,344.77
ORD100046,2024-03-31,CUST1046,Saanvi Chopra,West,Software,Cloud Backup Plan,2,150.89,A. Sharma,Wallet,Returning,301.78
ORD101340,2024-06-09,CUST1080,Krishna Malhotra,South,Office Supplies,Pen Set,1,153.66,A. Sharma,Credit Card,New,153.66
ORD100344,2025-02-03,CUST1344,Vivaan Iyer,East,Office Supplies,Pen Set,3,223.03,A. Sharma,Debit Card,New,669.09
ORD100193,2024-09-21,CUST1193,Reyansh Chopra,North,Electronics,27in Monitor,1,46.47,M. Gupta,UPI,New,46.47
ORD101500,2024-07-17,CUST1240,Pari Sharma,North,Furniture,Bookshelf,2,293.93,A. Sharma,Credit Card,New,587.86
ORD101063,2025-07-30,CUST1223,Ananya Malhotra,South,Electronics,USB-C Hub,3,386.89,M. Gupta,UPI,Returning,1160.67
ORD100597,2024-09-01,CUST1177,Vihaan Sharma,North,Electronics,Mechanical Keyboard,1,129.75,S. Khan,Credit Card,New,129.75
ORD100026,2024-04-19,CUST1026,Aarav Malhotra,West,Office Supplies,Desk Organizer,2,85.74,R. Verma,Credit Card,Returning,171.48
ORD100984,2024-09-10,CUST1144,Vihaan Singh,South,Software,Antivirus License,4,421.34,R. Verma,Debit Card,New,1685.36
ORD101070,2024-02-21,CUST1230,Aarav Gupta,South,Electronics,Mechanical Keyboard,1,104.81,R. Verma,Credit Card,New,104.81
ORD100585,2024-07-09,CUST1165,Vihaan Gupta,East,Software,Antivirus License,2,40.11,A. Sharma,Credit Card,Returning,80.22
ORD100630,2024-08-28,CUST1210,Diya Mehta,South,Office Supplies,Notebook Pack,5,429.25,M. Gupta,UPI,Returning,2146.25
ORD100376,2024-07-06,CUST1376,Ananya Malhotra,East,Software,VPN Subscription,2,359.44,M. Gupta,Wallet,New,718.88
ORD101350,2025-08-12,CUST1090,Myra Reddy,West,Electronics,Webcam HD,1,379.59,R. Verma,Net Banking,Returning,379.59
ORD101171,2024-07-30,CUST1331,Ananya Agarwal,North,Furniture,Bookshelf,5,344.16,A. Sharma,Credit Card,New,1720.8
ORD101211,2024-05-09,CUST1371,Aadhya Sharma,South,Furniture,Filing Cabinet,5,46.31,R. Verma,Debit Card,Returning,231.55
ORD100918,2025-06-27,CUST1078,Krishna Chopra,West,Furniture,Filing Cabinet,2,331.0,R. Verma,Net Banking,Returning,662.0
ORD100802,2024-05-31,CUST1382,Aarav Patel,South,Software,VPN Subscription,1,241.92,N. Joshi,Net Banking,New,241.92
ORD100285,2024-12-26,CUST1285,Sai Joshi,South,Software,Cloud Backup Plan,3,381.43,P. Iyer,Wallet,New,1144.29
ORD101463,2025-09-21,CUST1203,Reyansh Kumar,East,Software,Project Mgmt Tool,1,79.37,N. Joshi,UPI,Returning,79.37
ORD100383,2025-11-26,CUST1383,Aditya Malhotra,West,Software,Project Mgmt Tool,1,13.65,M. Gupta,Credit Card,New,13.65
ORD100874,2025-11-05,CUST1034,Anika Singh,East,Electronics,27in Monitor,4,401.2,S. Khan,Credit Card,Returning,1604.8
ORD100350,2024-03-31,CUST1350,Vivaan Reddy,West,Office Supplies,Pen Set,3,193.1,A. Sharma,Wallet,Returning,579.3
ORD100397,2025-02-20,CUST1397,Aditya Patel,North,Electronics,Wireless Mouse,1,183.43,M. Gupta,Wallet,New,183.43
ORD100252,2025-07-17,CUST1252,Reyansh Joshi,West,Office Supplies,Notebook Pack,1,179.98,S. Khan,Wallet,Returning,179.98
ORD100691,2025-03-03,CUST1271,Aarav Joshi,East,Furniture,Bookshelf,5,151.49,A. Sharma,Wallet,Returning,757.45
ORD100465,2025-06-23,CUST1045,Diya Agarwal,South,Software,Project Mgmt Tool,1,60.37,M. Gupta,UPI,Returning,60.37
ORD101124,2025-08-21,CUST1284,Arjun Patel,South,Electronics,Mechanical Keyboard,4,182.24,N. Joshi,Debit Card,New,728.96
ORD100164,2024-03-02,CUST1164,Aditya Sharma,West,Electronics,Webcam HD,2,285.83,A. Sharma,Wallet,New,571.66
ORD100341,2025-10-20,CUST1341,Arjun Joshi,West,Software,Antivirus License,5,324.21,P. Iyer,UPI,New,1621.05
ORD100207,2024-03-31,CUST1207,Pari Agarwal,West,Office Supplies,Desk Organizer,4,288.0,A. Sharma,Wallet,New,1152.0
ORD101283,2024-07-27,CUST1023,Arjun Iyer,South,Electronics,Webcam HD,5,47.97,P. Iyer,Wallet,Returning,239.85
ORD100262,2025-12-18,CUST1262,Diya Gupta,South,Software,Cloud Backup Plan,3,385.61,M. Gupta,Debit Card,New,1156.83
ORD100510,2024-07-02,CUST1090,Ayaan Mehta,North,Office Supplies,Desk Organizer,4,140.2,A. Sharma,Wallet,Returning,560.8
ORD100747,2025-09-13,CUST1327,Vihaan Agarwal,West,Software,Cloud Backup Plan,4,26.61,A. Sharma,Wallet,New,106.44
ORD100920,2025-06-22,CUST1080,Vihaan Verma,North,Office Supplies,Desk Organizer,1,248.62,N. Joshi,Debit Card,Returning,248.62
ORD100097,2024-03-16,CUST1097,Anika Iyer,North,Software,VPN Subscription,3,291.91,M. Gupta,Wallet,New,875.73
ORD101093,2024-12-28,CUST1253,Aarav Khan,South,Electronics,Wireless Mouse,1,320.09,N. Joshi,UPI,Returning,320.09
ORD101552,2024-11-01,CUST1292,Aditya Kumar,West,Software,Cloud Backup Plan,1,148.15,A. Sharma,Wallet,New,148.15
ORD100414,2025-11-04,CUST1414,Myra Khan,South,Electronics,27in Monitor,3,436.64,N. Joshi,Wallet,New,1309.92
ORD100997,2024-06-07,CUST1157,Ayaan Chopra,West,Furniture,Standing Desk,2,265.63,A. Sharma,Credit Card,Returning,531.26
ORD101388,2024-05-18,CUST1128,Reyansh Chopra,North,Software,Project Mgmt Tool,2,24.51,R. Verma,Debit Card,New,49.02
ORD101330,2024-09-07,CUST1070,Pari Chopra,South,Office Supplies,Desk Organizer,3,114.11,S. Khan,UPI,New,342.33
ORD100412,2024-04-25,CUST1412,Diya Mehta,North,Electronics,27in Monitor,1,162.53,N. Joshi,Wallet,Returning,162.53
ORD101331,2025-07-01,CUST1071,Ayaan Reddy,East,Software,VPN Subscription,1,28.66,P. Iyer,Credit Card,New,28.66
ORD100275,2024-01-13,CUST1275,Reyansh Malhotra,West,Software,Project Mgmt Tool,2,178.08,R. Verma,UPI,New,356.16
ORD100514,2025-10-09,CUST1094,Kavya Chopra,East,Software,Antivirus License,3,13.13,M. Gupta,Debit Card,New,39.39
ORD100809,2025-07-25,CUST1389,Krishna Singh,South,Office Supplies,Notebook Pack,1,292.16,R. Verma,Debit Card,New,292.16
ORD101223,2024-04-17,CUST1383,Kavya Agarwal,North,Electronics,Webcam HD,1,344.17,A. Sharma,Wallet,Returning,344.17
ORD100392,2025-02-07,CUST1392,Myra Nair,East,Software,Project Mgmt Tool,2,125.2,M. Gupta,Credit Card,New,250.4
ORD101247,2025-02-11,CUST1407,Aarav Joshi,West,Office Supplies,Pen Set,2,34.9,M. Gupta,Net Banking,New,69.8
ORD101276,2024-05-14,CUST1016,Aadhya Kumar,West,Software,Cloud Backup Plan,2,186.63,P. Iyer,Net Banking,New,373.26
ORD100828,2024-02-19,CUST1408,Pari Iyer,North,Software,Cloud Backup Plan,1,316.61,R. Verma,Credit Card,Returning,316.61
ORD100128,2024-04-30,CUST1128,Aarav Singh,West,Furniture,Bookshelf,2,315.47,P. Iyer,Net Banking,Returning,630.94
ORD100485,2024-06-26,CUST1065,Vihaan Singh,South,Software,VPN Subscription,4,297.06,N. Joshi,Net Banking,Returning,1188.24
ORD100361,2025-04-08,CUST1361,Aadhya Kumar,East,Furniture,Desk Lamp,1,215.81,S. Khan,Wallet,Returning,215.81
ORD100602,2024-01-02,CUST1182,Ayaan Nair,East,Office Supplies,Whiteboard,4,166.86,N. Joshi,Credit Card,Returning,667.44
ORD100313,2025-12-03,CUST1313,Anika Joshi,East,Furniture,Bookshelf,3,183.05,R. Verma,Net Banking,Returning,549.15
ORD100995,2025-09-15,CUST1155,Ananya Agarwal,North,Office Supplies,Notebook Pack,2,293.79,M. Gupta,Wallet,Returning,587.58
ORD100377,2025-12-08,CUST1377,Arjun Malhotra,West,Electronics,Wireless Mouse,1,369.13,P. Iyer,Debit Card,Returning,369.13
ORD101319,2025-06-27,CUST1059,Aadhya Chopra,North,Software,Project Mgmt Tool,4,125.56,R. Verma,Wallet,New,502.24
ORD100838,2024-09-14,CUST1418,Ananya Joshi,West,Electronics,27in Monitor,2,394.64,P. Iyer,Debit Card,New,789.28
ORD100151,2025-01-02,CUST1151,Ananya Chopra,West,Office Supplies,Desk Organizer,5,68.35,S. Khan,UPI,Returning,341.75
ORD100501,2025-01-14,CUST1081,Myra Agarwal,North,Furniture,Filing Cabinet,3,369.05,A. Sharma,Net Banking,Returning,1107.15
ORD101256,2024-08-22,CUST1416,Arjun Gupta,West,Electronics,Webcam HD,5,172.59,P. Iyer,UPI,Returning,862.95
ORD101077,2025-11-20,CUST1237,Ananya Nair,East,Software,Project Mgmt Tool,1,308.2,M. Gupta,UPI,New,308.2
ORD101369,2025-02-06,CUST1109,Navya Patel,North,Office Supplies,Desk Organizer,1,164.94,R. Verma,Wallet,New,164.94
ORD101074,2025-01-10,CUST1234,Vihaan Iyer,South,Electronics,Mechanical Keyboard,3,436.23,A. Sharma,UPI,New,1308.69
ORD101342,2024-02-29,CUST1082,Kavya Joshi,North,Office Supplies,Desk Organizer,2,37.79,N. Joshi,Debit Card,Returning,75.58
ORD101226,2025-05-11,CUST1386,Myra Khan,South,Software,Cloud Backup Plan,2,25.82,A. Sharma,Debit Card,Returning,51.64
ORD100631,2025-03-30,CUST1211,Saanvi Khan,North,Furniture,Desk Lamp,2,98.93,P. Iyer,Credit Card,Returning,197.86
ORD100649,2024-03-29,CUST1229,Vihaan Khan,South,Furniture,Office Chair,2,331.38,R. Verma,Credit Card,Returning,662.76
ORD101164,2024-11-03,CUST1324,Anika Singh,North,Office Supplies,Notebook Pack,2,372.87,A. Sharma,Wallet,Returning,745.74
ORD101018,2024-03-21,CUST1178,Ananya Reddy,West,Software,Project Mgmt Tool,2,321.44,M. Gupta,Net Banking,Returning,642.88
ORD100683,2025-04-08,CUST1263,Navya Mehta,North,Office Supplies,Sticky Notes,1,301.23,R. Verma,Net Banking,Returning,301.23
ORD100363,2024-10-25,CUST1363,Diya Iyer,West,Office Supplies,Whiteboard,1,17.74,P. Iyer,UPI,Returning,17.74
ORD100751,2025-01-26,CUST1331,Saanvi Patel,East,Electronics,Wireless Mouse,2,386.34,P. Iyer,Debit Card,New,772.68
ORD100660,2025-12-20,CUST1240,Aadhya Joshi,East,Electronics,Mechanical Keyboard,4,15.61,M. Gupta,Credit Card,Returning,62.44
ORD100471,2025-07-10,CUST1051,Reyansh Mehta,East,Furniture,Bookshelf,1,348.37,S. Khan,Wallet,New,348.37
ORD100754,2024-01-13,CUST1334,Ayaan Khan,West,Office Supplies,Desk Organizer,2,434.35,M. Gupta,Wallet,New,868.7
ORD101403,2024-08-09,CUST1143,Vivaan Verma,East,Furniture,Office Chair,1,447.34,P. Iyer,Wallet,New,447.34
ORD101357,2025-08-30,CUST1097,Ananya Reddy,East,Software,Cloud Backup Plan,4,418.11,N. Joshi,UPI,New,1672.44
ORD100546,2025-10-21,CUST1126,Aarav Verma,North,Software,VPN Subscription,1,117.77,A. Sharma,Credit Card,New,117.77
ORD100835,2025-03-18,CUST1415,Ayaan Chopra,South,Software,Cloud Backup Plan,3,353.04,S. Khan,UPI,New,1059.12
ORD101570,2025-05-23,CUST1310,Arjun Sharma,South,Software,VPN Subscription,1,12.92,N. Joshi,Net Banking,Returning,12.92
ORD100055,2024-10-21,CUST1055,Krishna Nair,West,Furniture,Filing Cabinet,1,203.24,S. Khan,Net Banking,Returning,203.24
ORD101346,2025-01-30,CUST1086,Myra Iyer,East,Office Supplies,Sticky Notes,3,238.29,P. Iyer,Credit Card,Returning,714.87
ORD100396,2025-07-27,CUST1396,Ayaan Agarwal,North,Office Supplies,Notebook Pack,4,293.94,P. Iyer,Net Banking,New,1175.76
ORD100426,2024-07-31,CUST1006,Myra Agarwal,East,Software,Cloud Backup Plan,1,302.84,A. Sharma,UPI,Returning,302.84
ORD101458,2024-09-18,CUST1198,Aadhya Reddy,West,Software,VPN Subscription,1,289.98,R. Verma,Wallet,Returning,289.98
ORD101008,2024-09-17,CUST1168,Aarav Patel,South,Software,VPN Subscription,1,185.07,P. Iyer,Net Banking,Returning,185.07
ORD100170,2024-10-16,CUST1170,Vivaan Iyer,North,Office Supplies,Pen Set,3,46.18,P. Iyer,Wallet,New,138.54
ORD100976,2025-04-21,CUST1136,Riya Khan,South,Electronics,USB-C Hub,3,310.15,N. Joshi,Wallet,Returning,930.45
ORD101353,2025-03-26,CUST1093,Arjun Sharma,North,Office Supplies,Sticky Notes,5,134.28,A. Sharma,Net Banking,New,671.4
ORD100617,2024-03-10,CUST1197,Pari Patel,South,Furniture,Desk Lamp,1,384.6,N. Joshi,UPI,Returning,384.6
ORD101452,2025-10-16,CUST1192,Diya Joshi,West,Software,Cloud Backup Plan,1,415.6,A. Sharma,UPI,Returning,415.6
ORD101518,2025-02-14,CUST1258,Riya Verma,North,Electronics,Wireless Mouse,5,155.92,N. Joshi,Wallet,Returning,779.6
ORD100325,2025-07-22,CUST1325,Myra Verma,South,Electronics,Webcam HD,5,85.87,M. Gupta,UPI,Returning,429.35
ORD100326,2025-10-13,CUST1326,Reyansh Chopra,West,Electronics,Wireless Mouse,1,300.11,S. Khan,Debit Card,New,300.11
ORD101368,2025-04-29,CUST1108,Diya Iyer,South,Furniture,Bookshelf,1,412.42,S. Khan,Net Banking,New,412.42
ORD100264,2024-09-17,CUST1264,Vihaan Mehta,East,Electronics,27in Monitor,1,206.84,P. Iyer,Net Banking,New,206.84
ORD100769,2024-04-12,CUST1349,Ishaan Sharma,North,Office Supplies,Notebook Pack,4,373.34,R. Verma,Wallet,New,1493.36
ORD100297,2025-01-26,CUST1297,Ananya Malhotra,North,Office Supplies,Desk Organizer,4,114.24,P. Iyer,UPI,New,456.96
ORD100640,2024-09-06,CUST1220,Ananya Kumar,North,Software,VPN Subscription,2,361.16,A. Sharma,Debit Card,Returning,722.32
ORD100054,2024-06-23,CUST1054,Anika Iyer,East,Office Supplies,Desk Organizer,1,277.4,M. Gupta,Debit Card,New,277.4
ORD100798,2025-05-24,CUST1378,Myra Gupta,South,Electronics,27in Monitor,1,142.16,S. Khan,Wallet,Returning,142.16
ORD100610,2025-05-08,CUST1190,Ananya Reddy,North,Furniture,Office Chair,1,61.68,N. Joshi,Debit Card,New,61.68
ORD101519,2025-05-17,CUST1259,Ananya Gupta,West,Software,Antivirus License,1,131.39,P. Iyer,Wallet,New,131.39
ORD100731,2024-08-02,CUST1311,Myra Agarwal,South,Office Supplies,Desk Organizer,3,280.96,M. Gupta,Debit Card,New,842.88
ORD101140,2024-06-14,CUST1300,Vivaan Sharma,West,Office Supplies,Notebook Pack,2,248.44,A. Sharma,Net Banking,New,496.88
ORD100856,2025-04-22,CUST1016,Ayaan Malhotra,West,Office Supplies,Notebook Pack,3,398.01,R. Verma,Credit Card,Returning,1194.03
ORD101503,2025-04-07,CUST1243,Aarav Patel,West,Software,Antivirus License,1,203.4,N. Joshi,Credit Card,Returning,203.4
ORD101423,2024-05-04,CUST1163,Aditya Iyer,East,Software,Antivirus License,4,301.44,R. Verma,Net Banking,New,1205.76
ORD100213,2025-10-21,CUST1213,Aditya Mehta,West,Electronics,Webcam HD,5,444.99,R. Verma,Credit Card,Returning,2224.95
ORD101263,2024-01-09,CUST1003,Riya Gupta,East,Software,Project Mgmt Tool,1,163.88,P. Iyer,UPI,New,163.88
ORD101241,2025-05-27,CUST1401,Ananya Iyer,East,Furniture,Standing Desk,5,322.12,M. Gupta,Credit Card,New,1610.6
ORD101585,2025-05-06,CUST1325,Reyansh Kumar,South,Furniture,Desk Lamp,4,252.56,N. Joshi,Credit Card,New,1010.24
ORD100415,2025-01-25,CUST1415,Vivaan Mehta,South,Furniture,Bookshelf,4,120.78,A. Sharma,Debit Card,New,483.12
ORD100452,2025-12-21,CUST1032,Myra Patel,North,Office Supplies,Desk Organizer,1,94.67,M. Gupta,Wallet,Returning,94.67
ORD100927,2024-11-24,CUST1087,Aarav Iyer,East,Software,Antivirus License,1,429.13,A. Sharma,UPI,New,429.13
ORD100199,2024-09-21,CUST1199,Myra Reddy,West,Software,Project Mgmt Tool,2,20.13,R. Verma,Debit Card,New,40.26
ORD100861,2024-02-08,CUST1021,Reyansh Sharma,West,Software,Cloud Backup Plan,5,355.86,N. Joshi,UPI,New,1779.3
ORD100611,2024-01-07,CUST1191,Ishaan Nair,West,Office Supplies,Desk Organizer,2,58.7,A. Sharma,Debit Card,New,117.4
ORD100855,2024-01-17,CUST1015,Ishaan Patel,North,Software,VPN Subscription,4,350.58,N. Joshi,Debit Card,Returning,1402.32
ORD100933,2024-06-07,CUST1093,Navya Mehta,West,Electronics,27in Monitor,1,210.07,R. Verma,Debit Card,Returning,210.07
ORD100216,2025-01-12,CUST1216,Navya Iyer,West,Software,Project Mgmt Tool,5,414.82,P. Iyer,Net Banking,New,2074.1
ORD100737,2025-08-14,CUST1317,Diya Singh,East,Software,VPN Subscription,5,446.77,N. Joshi,Net Banking,Returning,2233.85
ORD100253,2025-02-14,CUST1253,Diya Verma,North,Furniture,Standing Desk,1,426.01,R. Verma,Wallet,Returning,426.01
ORD100152,2024-08-13,CUST1152,Sai Verma,West,Software,VPN Subscription,1,129.48,N. Joshi,UPI,New,129.48
ORD100194,2024-04-12,CUST1194,Arjun Reddy,West,Software,Project Mgmt Tool,1,355.3,P. Iyer,UPI,Returning,355.3
ORD100704,2025-02-20,CUST1284,Aditya Sharma,East,Office Supplies,Whiteboard,4,39.1,A. Sharma,Wallet,New,156.4
ORD100734,2025-09-20,CUST1314,Arjun Patel,East,Software,Cloud Backup Plan,5,225.82,M. Gupta,Debit Card,New,1129.1
ORD101367,2025-02-06,CUST1107,Riya Khan,East,Office Supplies,Whiteboard,1,265.59,M. Gupta,Credit Card,New,265.59
ORD100068,2025-07-29,CUST1068,Diya Agarwal,North,Software,Antivirus License,1,189.58,N. Joshi,Credit Card,Returning,189.58
ORD101544,2024-05-13,CUST1284,Kavya Verma,West,Office Supplies,Sticky Notes,1,441.31,N. Joshi,UPI,Returning,441.31
ORD100130,2024-09-08,CUST1130,Reyansh Patel,East,Furniture,Standing Desk,3,121.74,S. Khan,UPI,New,365.22
ORD101011,2025-05-07,CUST1171,Saanvi Kumar,South,Office Supplies,Whiteboard,4,315.84,M. Gupta,Net Banking,New,1263.36
ORD101303,2024-01-03,CUST1043,Aditya Khan,East,Office Supplies,Notebook Pack,4,188.8,S. Khan,Debit Card,Returning,755.2
ORD100300,2025-02-09,CUST1300,Navya Kumar,South,Electronics,Webcam HD,2,311.82,M. Gupta,Wallet,Returning,623.64
ORD100504,2024-05-10,CUST1084,Pari Agarwal,East,Office Supplies,Pen Set,1,141.2,R. Verma,UPI,New,141.2
ORD100829,2025-01-31,CUST1409,Aditya Singh,East,Electronics,Mechanical Keyboard,4,27.39,S. Khan,Debit Card,Returning,109.56
ORD100450,2025-02-27,CUST1030,Myra Sharma,South,Electronics,Webcam HD,4,245.85,A. Sharma,UPI,New,983.4
ORD101479,2025-01-31,CUST1219,Vihaan Agarwal,East,Electronics,USB-C Hub,5,251.73,M. Gupta,Net Banking,Returning,1258.65
ORD100240,2025-10-03,CUST1240,Arjun Malhotra,North,Electronics,USB-C Hub,1,402.31,M. Gupta,UPI,New,402.31
ORD100653,2024-10-21,CUST1233,Riya Khan,West,Software,Cloud Backup Plan,5,151.83,P. Iyer,Credit Card,Returning,759.15
ORD101551,2024-09-16,CUST1291,Diya Chopra,East,Office Supplies,Pen Set,2,218.48,P. Iyer,Debit Card,New,436.96
ORD101277,2024-04-22,CUST1017,Kavya Khan,East,Electronics,Mechanical Keyboard,2,155.86,S. Khan,Credit Card,Returning,311.72
ORD100187,2024-10-28,CUST1187,Sai Khan,West,Software,Project Mgmt Tool,3,123.42,R. Verma,Credit Card,New,370.26
ORD101126,2024-10-25,CUST1286,Kavya Chopra,West,Electronics,Wireless Mouse,2,272.43,P. Iyer,Net Banking,New,544.86
ORD101192,2025-07-30,CUST1352,Vivaan Verma,West,Furniture,Office Chair,1,360.95,A. Sharma,UPI,New,360.95
ORD101127,2025-02-01,CUST1287,Sai Gupta,East,Software,Antivirus License,2,105.38,P. Iyer,Debit Card,New,210.76
ORD100765,2024-02-12,CUST1345,Ayaan Chopra,East,Furniture,Standing Desk,1,413.14,N. Joshi,Wallet,New,413.14
ORD100180,2024-10-14,CUST1180,Ananya Reddy,West,Office Supplies,Notebook Pack,5,242.01,A. Sharma,Debit Card,New,1210.05
ORD100302,2024-02-12,CUST1302,Kavya Malhotra,West,Software,Cloud Backup Plan,3,182.21,N. Joshi,Credit Card,New,546.63
ORD100431,2025-06-12,CUST1011,Aadhya Malhotra,West,Office Supplies,Whiteboard,1,203.62,A. Sharma,Credit Card,Returning,203.62
ORD100283,2025-01-12,CUST1283,Riya Mehta,West,Electronics,USB-C Hub,2,241.83,R. Verma,Wallet,New,483.66
ORD100410,2024-10-14,CUST1410,Vivaan Gupta,South,Electronics,USB-C Hub,4,133.05,P. Iyer,Wallet,Returning,532.2
ORD101291,2024-06-28,CUST1031,Vihaan Khan,South,Office Supplies,Pen Set,2,305.25,M. Gupta,UPI,New,610.5
ORD101075,2024-11-06,CUST1235,Anika Agarwal,West,Electronics,Webcam HD,2,140.82,R. Verma,Net Banking,New,281.64
ORD100702,2025-01-14,CUST1282,Pari Nair,North,Office Supplies,Desk Organizer,4,252.01,P. Iyer,Debit Card,New,1008.04
