OrderID,OrderDate,CustomerID,CustomerName,Region,Category,Product,Quantity,UnitPrice,SalesRep,PaymentMethod,CustomerSegment
ORD101440,2025-01-12,CUST1180,Aadhya Khan,west,Furniture,Standing Desk,1.0,223.63,R. Verma,UPI,Returning
ORD100525,2025-05-19,CUST1105,Vivaan Verma,South,Office Supplies,Pen Set,4.0,307.25,N. Joshi,Wallet,New
ORD101469,07-Nov-2024,CUST1209,  Aarav Joshi  ,North,Electronics,Mechanical Keyboard,1.0,149.28,R. Verma,Debit Card,Returning
ORD100023,11-03-2024,CUST1023,Ananya Nair,West,Furniture,Desk Lamp,4.0,152.17,N. Joshi,UPI,New
ORD100983,24-Dec-2024,CUST1143,Reyansh Mehta,West,Electronics,Webcam HD,,366.23,N. Joshi,Wallet,Returning
ORD101436,2025-05-12,CUST1176,Ananya Singh,WEST,Software,Project Mgmt Tool,3.0,266.91,M. Gupta,Net Banking,Returning
ORD101073,01-30-2024,CUST1233,Pari Mehta, East,Electronics,Mechanical Keyboard,2.0,380.23,S. Khan,UPI,New
ORD100454,02-20-2025,CUST1034,Vivaan Chopra, East,Electronics,27in Monitor,1.0,308.64,N. Joshi,Debit Card,New
ORD100620,2025-02-21,CUST1200,  Vivaan Agarwal  ,North,Electronics,Mechanical Keyboard,3.0,89.9,S. Khan,Debit Card,New
ORD101426,28/01/2025,CUST1166,Ishaan Chopra,EAST,Furniture,Filing Cabinet,5.0,256.89,S. Khan,Credit Card,New
ORD100432,18/10/2025,CUST1012,Vivaan Iyer, East,Office Supplies,Whiteboard,1.0,440.16,P. Iyer,UPI,Returning
ORD100498,12-Mar-2024,CUST1078,  Aarav Gupta  ,east,Software,Cloud Backup Plan,4.0,297.3,N. Joshi,Debit Card,New
ORD101113,2024-05-19,CUST1273,Arjun Malhotra,SOUTH,Electronics,Wireless Mouse,2.0,332.36,M. Gupta,Wallet,Returning
ORD101054,03-21-2024,CUST1214,Aadhya Agarwal,East,Electronics,Mechanical Keyboard,1.0,157.07,P. Iyer,Wallet,Returning
ORD100967,06-20-2024,CUST1127,Diya Chopra,West,Electronics,Mechanical Keyboard,2.0,100.44,R. Verma,Wallet,New
ORD100324,08-May-2025,CUST1324,Ayaan Reddy, East,Software,VPN Subscription,1.0,158.6,S. Khan,Wallet,Returning
ORD100489,05/09/2024,CUST1069,Aarav Singh,East,Software,Cloud Backup Plan,1.0,408.73,N. Joshi,Debit Card,Returning
ORD101023,2025-05-18,CUST1183,Riya Reddy,South,Software,Cloud Backup Plan,5.0,201.77,P. Iyer,Debit Card,Returning
ORD100562,30-Dec-2025,CUST1142,Diya Reddy,West,Furniture,Bookshelf,2.0,100.3,N. Joshi,UPI,New
ORD101282,15/02/2025,CUST1022,Reyansh Gupta,West,Software,VPN Subscription,1.0,217.76,M. Gupta,Wallet,New
ORD100810,16-Nov-2025,CUST1390,Aarav Joshi,EAST,Software,VPN Subscription,1.0,25.74,A. Sharma,Net Banking,New
ORD101279,06-Mar-2025,CUST1019,Riya Malhotra,North ,Software,Antivirus License,5.0,410.76,M. Gupta,UPI,Returning
ORD100015,10-Jan-2024,CUST1015,Kavya Patel, East,Office Supplies,Sticky Notes,1.0,40.38,A. Sharma,Debit Card,Returning
ORD100668,2024-06-05,CUST1248,  Riya Nair  , East,Furniture,Desk Lamp,2.0,131.75,M. Gupta,UPI,Returning
ORD101194,11-Mar-2024,CUST1354,Pari Gupta,West,Software,Antivirus License,1.0,209.02,R. Verma,Debit Card,Returning
ORD100013,2024-11-17,CUST1013,Reyansh Sharma,West,Office Supplies,Sticky Notes,1.0,266.21,M. Gupta,Credit Card,New
ORD100108,2025-04-27,CUST1108,Reyansh Iyer, East,Office Supplies,Whiteboard,1.0,237.26,S. Khan,Net Banking,New
ORD100474,14-Sep-2025,CUST1054,Arjun Patel,East,Electronics,Mechanical Keyboard,4.0,98.26,A. Sharma,Net Banking,Returning
ORD101548,07/09/2024,CUST1288,Anika Agarwal,SOUTH,Furniture,Filing Cabinet,1.0,245.45,S. Khan,UPI,New
ORD100330,08-Jan-2024,CUST1330,Saanvi Patel,south,Software,VPN Subscription,2.0,322.76,A. Sharma,Credit Card,Returning
ORD101525,2024-11-26,CUST1265,Aditya Chopra,East,Software,Cloud Backup Plan,2.0,375.78,A. Sharma,Debit Card,New
ORD100034,02-12-2024,CUST1034,Navya Agarwal,north,Electronics,USB-C Hub,4.0,,S. Khan,UPI,New
ORD101302,12-Mar-2025,CUST1042,Ayaan Sharma,north,Office Supplies,Sticky Notes,1.0,283.09,M. Gupta,Wallet,New
ORD100340,26-Jan-2025,CUST1340,SAI AGARWAL,WEST,Furniture,Bookshelf,3.0,448.21,A. Sharma,UPI,New
ORD101266,26/09/2025,CUST1006,Ayaan Singh,North,Electronics,Webcam HD,1.0,78.86,R. Verma,UPI,New
ORD100098,27/12/2025,CUST1098,Anika Gupta,south,Electronics,Wireless Mouse,3.0,426.79,R. Verma,Wallet,Returning
ORD100259,2024-04-19,CUST1259,Ayaan Chopra,east,Office Supplies,Desk Organizer,1.0,306.71,M. Gupta,Credit Card,Returning
ORD101483,24/09/2024,CUST1223,Myra Nair,West,Electronics,Wireless Mouse,4.0,295.83,S. Khan,Net Banking,New
ORD100308,2024-05-31,CUST1308,  Riya Chopra  ,SOUTH,Furniture,Desk Lamp,3.0,24.23,P. Iyer,Net Banking,New
ORD101493,11-24-2025,CUST1233,Diya Khan,East,Electronics,Webcam HD,3.0,137.31,A. Sharma,Wallet,New
ORD100270,2024-11-06,CUST1270,Kavya Kumar, East,Office Supplies,Notebook Pack,1.0,239.31,M. Gupta,Credit Card,Returning
ORD101358,2024-02-27,CUST1098,Sai Singh,WEST,Electronics,Mechanical Keyboard,4.0,147.83,N. Joshi,UPI,New
ORD101461,12/10/2024,CUST1201,Aditya Sharma,North ,Electronics,Mechanical Keyboard,2.0,138.48,A. Sharma,Net Banking,Returning
ORD100351,30-Apr-2025,CUST1351,VIVAAN SINGH,south,Office Supplies,Sticky Notes,1.0,78.61,R. Verma,UPI,Returning
ORD100587,08-Oct-2024,CUST1167,Reyansh Sharma,west,Furniture,Standing Desk,1.0,62.85,M. Gupta,Credit Card,Returning
ORD100558,2024-10-03,CUST1138,Vivaan Agarwal, East,Software,Project Mgmt Tool,1.0,,P. Iyer,Debit Card,New
ORD101156,10-07-2024,CUST1316,Navya Reddy,EAST,Furniture,Standing Desk,4.0,254.91,P. Iyer,Credit Card,Returning
ORD100241,24/10/2024,CUST1241,Diya Iyer,NORTH,Software,Project Mgmt Tool,5.0,,R. Verma,Wallet,New
ORD100096,24/07/2024,CUST1096,Sai Agarwal,NORTH,Furniture,Standing Desk,-2.0,357.34,M. Gupta,Debit Card,New
ORD101557,2024-01-18,CUST1297,Saanvi Patel,NORTH,Office Supplies,Sticky Notes,2.0,,R. Verma,Wallet,New
ORD101533,09-23-2025,CUST1273,Aarav Nair,south,Electronics,Wireless Mouse,1.0,339.21,R. Verma,Debit Card,Returning
ORD101445,04-05-2024,CUST1185,Reyansh Singh,East,Software,Antivirus License,5.0,253.53,R. Verma,Debit Card,Returning
ORD100960,26/09/2025,CUST1120,Reyansh Verma,West,Furniture,Bookshelf,4.0,218.33,S. Khan,UPI,Returning
ORD100249,2025-12-14,CUST1249,Myra Agarwal,East,Software,Project Mgmt Tool,4.0,67.18,P. Iyer,Wallet,Returning
ORD100024,11-01-2025,CUST1024,Ishaan Singh, East,Electronics,USB-C Hub,5.0,203.27,N. Joshi,Debit Card,New
ORD100110,2024-10-21,CUST1110,Riya Malhotra,west,Software,Cloud Backup Plan,4.0,403.93,R. Verma,Net Banking,New
ORD100868,2025-06-22,CUST1028,Myra Verma,north,Office Supplies,Whiteboard,2.0,69.27,N. Joshi,Wallet,New
ORD100825,2025-08-30,CUST1405,Navya Reddy,east,Furniture,Filing Cabinet,5.0,439.84,S. Khan,UPI,New
ORD101568,2024-04-15,CUST1308,Aadhya Kumar,EAST,Office Supplies,Notebook Pack,4.0,437.49,S. Khan,Wallet,New
ORD101038,14/08/2025,CUST1198,Diya Khan,North,Office Supplies,Whiteboard,4.0,,M. Gupta,Net Banking,New
ORD101548,07/09/2024,CUST1288,Anika Agarwal,SOUTH,Furniture,Filing Cabinet,1.0,245.45,S. Khan,UPI,New
ORD100862,08-13-2025,CUST1022,Diya Chopra,North ,Furniture,Desk Lamp,3.0,240.81,N. Joshi,Net Banking,New
ORD100672,19-Jul-2024,CUST1252,Diya Gupta,SOUTH,Office Supplies,Whiteboard,-3.0,240.49,P. Iyer,Net Banking,New
ORD101025,28/11/2024,CUST1185,Saanvi Reddy,EAST,Office Supplies,Notebook Pack,2.0,283.87,A. Sharma,Credit Card,New
ORD100367,30-May-2024,CUST1367,Ishaan Agarwal,NORTH,Furniture,Filing Cabinet,3.0,312.6,M. Gupta,Credit Card,Returning
ORD101172,2025-07-03,CUST1332,Anika Joshi,SOUTH,Electronics,Mechanical Keyboard,1.0,263.53,A. Sharma,Net Banking,Returning
ORD100492,08-Jun-2024,CUST1072,Kavya Iyer,west,Office Supplies,Whiteboard,1.0,344.77,P. Iyer,Wallet,New
ORD100046,03-31-2024,CUST1046,  Saanvi Chopra  ,WEST,Software,Cloud Backup Plan,2.0,150.89,A. Sharma,Wallet,Returning
ORD101340,2024-06-09,CUST1080,Krishna Malhotra,South,Office Supplies,Pen Set,1.0,153.66,A. Sharma,Credit Card,New
ORD100344,2025-02-03,CUST1344,Vivaan Iyer,east,Office Supplies,Pen Set,3.0,223.03,A. Sharma,Debit Card,New
ORD100193,09-21-2024,CUST1193,Reyansh Chopra,North ,Electronics,27in Monitor,1.0,46.47,M. Gupta,UPI,New
ORD101500,2024-07-17,CUST1240,Pari Sharma,North,Furniture,Bookshelf,2.0,293.93,A. Sharma,Credit Card,New
ORD101063,30-Jul-2025,CUST1223,Ananya Malhotra,SOUTH,Electronics,USB-C Hub,3.0,386.89,M. Gupta,UPI,Returning
ORD100597,2024-09-01,CUST1177,Vihaan Sharma,north,Electronics,Mechanical Keyboard,1.0,129.75,S. Khan,Credit Card,New
ORD100026,19-Apr-2024,CUST1026,Aarav Malhotra,west,Office Supplies,Desk Organizer,2.0,85.74,R. Verma,Credit Card,Returning
ORD100984,09/10/2024,CUST1144,Vihaan Singh,SOUTH,Software,Antivirus License,4.0,421.34,R. Verma,Debit Card,New
ORD101070,02-21-2024,CUST1230,AARAV GUPTA,SOUTH,Electronics,Mechanical Keyboard,1.0,104.81,R. Verma,Credit Card,New
ORD100585,07-09-2024,CUST1165,Vihaan Gupta,EAST,Software,Antivirus License,2.0,40.11,A. Sharma,Credit Card,Returning
ORD100630,28-Aug-2024,CUST1210,Diya Mehta,south,Office Supplies,Notebook Pack,-5.0,429.25,M. Gupta,UPI,Returning
ORD100376,07/06/2024,CUST1376,Ananya Malhotra,EAST,Software,VPN Subscription,2.0,359.44,M. Gupta,Wallet,New
ORD101350,12-Aug-2025,CUST1090,Myra Reddy,WEST,Electronics,Webcam HD,1.0,379.59,R. Verma,Net Banking,Returning
ORD101171,30-Jul-2024,CUST1331,ANANYA AGARWAL,NORTH,Furniture,Bookshelf,5.0,344.16,A. Sharma,Credit Card,New
ORD101211,05/09/2024,CUST1371,AADHYA SHARMA,South,Furniture,Filing Cabinet,5.0,46.31,R. Verma,Debit Card,Returning
ORD100918,2025-06-27,CUST1078,Krishna Chopra,west,Furniture,Filing Cabinet,2.0,331.0,R. Verma,Net Banking,Returning
ORD100802,05-31-2024,CUST1382,Aarav Patel,South,Software,VPN Subscription,1.0,241.92,N. Joshi,Net Banking,New
ORD100285,12-26-2024,CUST1285,Sai Joshi,SOUTH,Software,Cloud Backup Plan,3.0,381.43,P. Iyer,Wallet,New
ORD101463,09-21-2025,CUST1203,  Reyansh Kumar  ,East,Software,Project Mgmt Tool,1.0,79.37,N. Joshi,UPI,Returning
ORD100383,11-26-2025,CUST1383,Aditya Malhotra,west,Software,Project Mgmt Tool,1.0,13.65,M. Gupta,Credit Card,New
ORD100874,11-05-2025,CUST1034,Anika Singh,East,Electronics,27in Monitor,4.0,401.2,S. Khan,Credit Card,Returning
ORD100350,03-31-2024,CUST1350,Vivaan Reddy,West,Office Supplies,Pen Set,3.0,193.1,A. Sharma,Wallet,Returning
ORD100397,02-20-2025,CUST1397,Aditya Patel,North ,Electronics,Wireless Mouse,1.0,183.43,M. Gupta,Wallet,New
ORD100252,2025-07-17,CUST1252,Reyansh Joshi,WEST,Office Supplies,Notebook Pack,1.0,179.98,S. Khan,Wallet,Returning
ORD100691,2025-03-03,CUST1271,Aarav Joshi, East,Furniture,Bookshelf,5.0,151.49,A. Sharma,Wallet,Returning
ORD100465,23-Jun-2025,CUST1045,Diya Agarwal,south,Software,Project Mgmt Tool,1.0,60.37,M. Gupta,UPI,Returning
ORD101124,08-21-2025,CUST1284,Arjun Patel,south,Electronics,Mechanical Keyboard,4.0,182.24,N. Joshi,Debit Card,New
ORD100164,02-Mar-2024,CUST1164,  Aditya Sharma  ,West,Electronics,Webcam HD,2.0,285.83,A. Sharma,Wallet,New
ORD100341,2025-10-20,CUST1341,Arjun Joshi,West,Software,Antivirus License,5.0,324.21,P. Iyer,UPI,New
ORD101150,2025-08-18,CUST1310,Anika Nair,West,Furniture,Filing Cabinet,,137.49,A. Sharma,Wallet,New
ORD100207,31/03/2024,CUST1207,Pari Agarwal,west,Office Supplies,Desk Organizer,4.0,288.0,A. Sharma,Wallet,New
ORD101283,27/07/2024,CUST1023,Arjun Iyer,south,Electronics,Webcam HD,5.0,47.97,P. Iyer,Wallet,Returning
ORD100262,12-18-2025,CUST1262,Diya Gupta,south,Software,Cloud Backup Plan,3.0,385.61,M. Gupta,Debit Card,New
ORD100510,02-Jul-2024,CUST1090,Ayaan Mehta,NORTH,Office Supplies,Desk Organizer,4.0,140.2,A. Sharma,Wallet,Returning
ORD100609,08-02-2025,CUST1189,Pari Joshi,north,Furniture,Standing Desk,1.0,,M. Gupta,UPI,New
ORD100747,13-Sep-2025,CUST1327,Vihaan Agarwal,West,Software,Cloud Backup Plan,4.0,26.61,A. Sharma,Wallet,New
ORD100020,23-Jul-2024,CUST1020,SAANVI CHOPRA,south,Office Supplies,Notebook Pack,3.0,,R. Verma,UPI,Returning
ORD100920,22-Jun-2025,CUST1080,VIHAAN VERMA,North ,Office Supplies,Desk Organizer,1.0,248.62,N. Joshi,Debit Card,Returning
ORD100097,16/03/2024,CUST1097,Anika Iyer,NORTH,Software,VPN Subscription,3.0,291.91,M. Gupta,Wallet,New
ORD101093,28/12/2024,CUST1253,Aarav Khan,south,Electronics,Wireless Mouse,1.0,320.09,N. Joshi,UPI,Returning
ORD101552,2024-11-01,CUST1292,Aditya Kumar,west,Software,Cloud Backup Plan,1.0,148.15,A. Sharma,Wallet,New
ORD100414,2025-11-04,CUST1414,Myra Khan,South,Electronics,27in Monitor,3.0,436.64,N. Joshi,Wallet,New
ORD100997,06/07/2024,CUST1157,Ayaan Chopra,west,Furniture,Standing Desk,2.0,265.63,A. Sharma,Credit Card,Returning
ORD101388,18/05/2024,CUST1128,Reyansh Chopra,North ,Software,Project Mgmt Tool,2.0,24.51,R. Verma,Debit Card,New
ORD101330,09/07/2024,CUST1070,Pari Chopra,SOUTH,Office Supplies,Desk Organizer,3.0,114.11,S. Khan,UPI,New
ORD100412,25/04/2024,CUST1412,Diya Mehta,North ,Electronics,27in Monitor,1.0,162.53,N. Joshi,Wallet,Returning
ORD101331,07-01-2025,CUST1071,Ayaan Reddy,east,Software,VPN Subscription,1.0,28.66,P. Iyer,Credit Card,New
ORD100275,2024-01-13,CUST1275,Reyansh Malhotra,West,Software,Project Mgmt Tool,2.0,178.08,R. Verma,UPI,New
ORD100514,09-Oct-2025,CUST1094,Kavya Chopra,east,Software,Antivirus License,3.0,13.13,M. Gupta,Debit Card,New
ORD100809,2025-07-25,CUST1389,Krishna Singh,south,Office Supplies,Notebook Pack,1.0,292.16,R. Verma,Debit Card,New
ORD101223,17-Apr-2024,CUST1383,Kavya Agarwal,North ,Electronics,Webcam HD,1.0,344.17,A. Sharma,Wallet,Returning
ORD100392,02/07/2025,CUST1392,Myra Nair,EAST,Software,Project Mgmt Tool,2.0,125.2,M. Gupta,Credit Card,New
ORD101247,02-11-2025,CUST1407,Aarav Joshi,west,Office Supplies,Pen Set,2.0,34.9,M. Gupta,Net Banking,New
ORD101276,14-May-2024,CUST1016,Aadhya Kumar,West,Software,Cloud Backup Plan,2.0,186.63,P. Iyer,Net Banking,New
ORD100828,02-19-2024,CUST1408,Pari Iyer,north,Software,Cloud Backup Plan,1.0,316.61,R. Verma,Credit Card,Returning
ORD100128,30-Apr-2024,CUST1128,Aarav Singh,West,Furniture,Bookshelf,2.0,315.47,P. Iyer,Net Banking,Returning
ORD100485,2024-06-26,CUST1065,Vihaan Singh,SOUTH,Software,VPN Subscription,-4.0,297.06,N. Joshi,Net Banking,Returning
ORD100361,08-Apr-2025,CUST1361,AADHYA KUMAR,EAST,Furniture,Desk Lamp,1.0,215.81,S. Khan,Wallet,Returning
ORD100602,01/02/2024,CUST1182,Ayaan Nair,East,Office Supplies,Whiteboard,4.0,166.86,N. Joshi,Credit Card,Returning
ORD100313,12-03-2025,CUST1313,  Anika Joshi  ,East,Furniture,Bookshelf,3.0,183.05,R. Verma,Net Banking,Returning
ORD100995,2025-09-15,CUST1155,Ananya Agarwal,NORTH,Office Supplies,Notebook Pack,2.0,293.79,M. Gupta,Wallet,Returning
ORD100377,12-08-2025,CUST1377,ARJUN MALHOTRA,west,Electronics,Wireless Mouse,1.0,369.13,P. Iyer,Debit Card,Returning
ORD101319,2025-06-27,CUST1059,  AADHYA CHOPRA  ,North ,Software,Project Mgmt Tool,-4.0,125.56,R. Verma,Wallet,New
ORD100838,09-14-2024,CUST1418,Ananya Joshi,west,Electronics,27in Monitor,2.0,394.64,P. Iyer,Debit Card,New
ORD100151,2025-01-02,CUST1151,  Ananya Chopra  ,west,Office Supplies,Desk Organizer,5.0,68.35,S. Khan,UPI,Returning
ORD100501,01-14-2025,CUST1081,Myra Agarwal,North ,Furniture,Filing Cabinet,3.0,369.05,A. Sharma,Net Banking,Returning
ORD101256,2024-08-22,CUST1416,  Arjun Gupta  ,west,Electronics,Webcam HD,5.0,172.59,P. Iyer,UPI,Returning
ORD101077,20/11/2025,CUST1237,Ananya Nair,east,Software,Project Mgmt Tool,1.0,308.2,M. Gupta,UPI,New
ORD101369,02/06/2025,CUST1109,Navya Patel,North ,Office Supplies,Desk Organizer,1.0,164.94,R. Verma,Wallet,New
ORD101074,10-Jan-2025,CUST1234,Vihaan Iyer,SOUTH,Electronics,Mechanical Keyboard,3.0,436.23,A. Sharma,UPI,New
ORD101342,02-29-2024,CUST1082,Kavya Joshi,north,Office Supplies,Desk Organizer,2.0,37.79,N. Joshi,Debit Card,Returning
ORD101226,05-11-2025,CUST1386,Myra Khan,SOUTH,Software,Cloud Backup Plan,2.0,25.82,A. Sharma,Debit Card,Returning
ORD100631,2025-03-30,CUST1211,SAANVI KHAN,North,Furniture,Desk Lamp,2.0,98.93,P. Iyer,Credit Card,Returning
ORD100649,29/03/2024,CUST1229,Vihaan Khan,south,Furniture,Office Chair,2.0,331.38,R. Verma,Credit Card,Returning
ORD101164,11/03/2024,CUST1324,Anika Singh,north,Office Supplies,Notebook Pack,2.0,372.87,A. Sharma,Wallet,Returning
ORD101018,21/03/2024,CUST1178,  ANANYA REDDY  ,west,Software,Project Mgmt Tool,2.0,321.44,M. Gupta,Net Banking,Returning
ORD100683,04/08/2025,CUST1263,Navya Mehta,north,Office Supplies,Sticky Notes,1.0,301.23,R. Verma,Net Banking,Returning
ORD100363,25/10/2024,CUST1363,Diya Iyer,WEST,Office Supplies,Whiteboard,1.0,17.74,P. Iyer,UPI,Returning
ORD100751,26/01/2025,CUST1331,Saanvi Patel,EAST,Electronics,Wireless Mouse,2.0,386.34,P. Iyer,Debit Card,New
ORD100660,20/12/2025,CUST1240,Aadhya Joshi, East,Electronics,Mechanical Keyboard,4.0,15.61,M. Gupta,Credit Card,Returning
ORD100471,07-10-2025,CUST1051,Reyansh Mehta,EAST,Furniture,Bookshelf,1.0,348.37,S. Khan,Wallet,New
ORD100754,01-13-2024,CUST1334,Ayaan Khan,West,Office Supplies,Desk Organizer,2.0,434.35,M. Gupta,Wallet,New
ORD101403,2024-08-09,CUST1143,Vivaan Verma,East,Furniture,Office Chair,1.0,447.34,P. Iyer,Wallet,New
ORD101357,2025-08-30,CUST1097,Ananya Reddy,east,Software,Cloud Backup Plan,4.0,418.11,N. Joshi,UPI,New
ORD100546,2025-10-21,CUST1126,Aarav Verma,North,Software,VPN Subscription,1.0,117.77,A. Sharma,Credit Card,New
ORD100835,2025-03-18,CUST1415,  Ayaan Chopra  ,South,Software,Cloud Backup Plan,-3.0,353.04,S. Khan,UPI,New
ORD101332,31-Oct-2024,CUST1072,Sai Joshi,WEST,Office Supplies,Desk Organizer,1.0,,N. Joshi,UPI,Returning
ORD101570,2025-05-23,CUST1310,Arjun Sharma,SOUTH,Software,VPN Subscription,1.0,12.92,N. Joshi,Net Banking,Returning
ORD100055,21/10/2024,CUST1055,KRISHNA NAIR,WEST,Furniture,Filing Cabinet,1.0,203.24,S. Khan,Net Banking,Returning
ORD101346,30-Jan-2025,CUST1086,  Myra Iyer  ,East,Office Supplies,Sticky Notes,3.0,238.29,P. Iyer,Credit Card,Returning
ORD100830,25-Jan-2024,CUST1410,Arjun Mehta,North,Office Supplies,Desk Organizer,,170.07,N. Joshi,Net Banking,New
ORD100396,27-Jul-2025,CUST1396,Ayaan Agarwal,north,Office Supplies,Notebook Pack,-4.0,293.94,P. Iyer,Net Banking,New
ORD100426,07-31-2024,CUST1006,Myra Agarwal, East,Software,Cloud Backup Plan,1.0,302.84,A. Sharma,UPI,Returning
ORD101458,09-18-2024,CUST1198,Aadhya Reddy,West,Software,VPN Subscription,1.0,289.98,R. Verma,Wallet,Returning
ORD101008,09-17-2024,CUST1168,Aarav Patel,South,Software,VPN Subscription,1.0,185.07,P. Iyer,Net Banking,Returning
ORD100170,10-16-2024,CUST1170,VIVAAN IYER,north,Office Supplies,Pen Set,3.0,46.18,P. Iyer,Wallet,New
ORD100976,21-Apr-2025,CUST1136,Riya Khan,South,Electronics,USB-C Hub,3.0,310.15,N. Joshi,Wallet,Returning
ORD101353,26-Mar-2025,CUST1093,Arjun Sharma,North ,Office Supplies,Sticky Notes,5.0,134.28,A. Sharma,Net Banking,New
ORD100617,2024-03-10,CUST1197,Pari Patel,SOUTH,Furniture,Desk Lamp,1.0,384.6,N. Joshi,UPI,Returning
ORD101452,2025-10-16,CUST1192,  DIYA JOSHI  ,west,Software,Cloud Backup Plan,1.0,415.6,A. Sharma,UPI,Returning
ORD101518,2025-02-14,CUST1258,Riya Verma,north,Electronics,Wireless Mouse,5.0,155.92,N. Joshi,Wallet,Returning
ORD100325,2025-07-22,CUST1325,Myra Verma,South,Electronics,Webcam HD,5.0,85.87,M. Gupta,UPI,Returning
ORD100326,2025-10-13,CUST1326,Reyansh Chopra,WEST,Electronics,Wireless Mouse,1.0,300.11,S. Khan,Debit Card,New
ORD101368,04-29-2025,CUST1108,Diya Iyer,SOUTH,Furniture,Bookshelf,1.0,412.42,S. Khan,Net Banking,New
ORD100264,17-Sep-2024,CUST1264,Vihaan Mehta,EAST,Electronics,27in Monitor,1.0,206.84,P. Iyer,Net Banking,New
ORD100769,04/12/2024,CUST1349,Ishaan Sharma,North ,Office Supplies,Notebook Pack,4.0,373.34,R. Verma,Wallet,New
ORD100297,26/01/2025,CUST1297,Ananya Malhotra,NORTH,Office Supplies,Desk Organizer,4.0,114.24,P. Iyer,UPI,New
ORD100640,09-06-2024,CUST1220,Ananya Kumar,North,Software,VPN Subscription,2.0,361.16,A. Sharma,Debit Card,Returning
ORD100054,23/06/2024,CUST1054,Anika Iyer, East,Office Supplies,Desk Organizer,1.0,277.4,M. Gupta,Debit Card,New
ORD100464,2024-07-19,CUST1044,Sai Patel,east,Office Supplies,Sticky Notes,,380.55,S. Khan,Credit Card,Returning
ORD100798,24-May-2025,CUST1378,Myra Gupta,South,Electronics,27in Monitor,1.0,142.16,S. Khan,Wallet,Returning
ORD100610,05-08-2025,CUST1190,ANANYA REDDY,North,Furniture,Office Chair,1.0,61.68,N. Joshi,Debit Card,New
ORD101519,2025-05-17,CUST1259,Ananya Gupta,west,Software,Antivirus License,1.0,131.39,P. Iyer,Wallet,New
ORD100731,08-02-2024,CUST1311,MYRA AGARWAL,SOUTH,Office Supplies,Desk Organizer,3.0,280.96,M. Gupta,Debit Card,New
ORD101140,06-14-2024,CUST1300,Vivaan Sharma,West,Office Supplies,Notebook Pack,2.0,248.44,A. Sharma,Net Banking,New
ORD100856,22-Apr-2025,CUST1016,Ayaan Malhotra,West,Office Supplies,Notebook Pack,3.0,398.01,R. Verma,Credit Card,Returning
ORD101503,07-Apr-2025,CUST1243,Aarav Patel,west,Software,Antivirus License,1.0,203.4,N. Joshi,Credit Card,Returning
ORD100374,05-18-2024,CUST1374,Vivaan Gupta,NORTH,Office Supplies,Pen Set,1.0,31.38,A. Sharma,Net Banking,Returning
ORD101423,05/04/2024,CUST1163,Aditya Iyer,EAST,Software,Antivirus License,4.0,301.44,R. Verma,Net Banking,New
ORD100213,21/10/2025,CUST1213,Aditya Mehta,West,Electronics,Webcam HD,5.0,444.99,R. Verma,Credit Card,Returning
ORD101263,2024-01-09,CUST1003,Riya Gupta,East,Software,Project Mgmt Tool,1.0,163.88,P. Iyer,UPI,New
ORD101241,27-May-2025,CUST1401,Ananya Iyer,East,Furniture,Standing Desk,5.0,322.12,M. Gupta,Credit Card,New
ORD101585,06-May-2025,CUST1325,Reyansh Kumar,SOUTH,Furniture,Desk Lamp,4.0,252.56,N. Joshi,Credit Card,New
ORD100415,2025-01-25,CUST1415,VIVAAN MEHTA,South,Furniture,Bookshelf,4.0,120.78,A. Sharma,Debit Card,New
ORD100452,21/12/2025,CUST1032,MYRA PATEL,NORTH,Office Supplies,Desk Organizer,1.0,94.67,M. Gupta,Wallet,Returning
ORD100927,24/11/2024,CUST1087,Aarav Iyer, East,Software,Antivirus License,1.0,429.13,A. Sharma,UPI,New
ORD100199,2024-09-21,CUST1199,Myra Reddy,WEST,Software,Project Mgmt Tool,2.0,20.13,R. Verma,Debit Card,New
ORD100861,02-08-2024,CUST1021,Reyansh Sharma,West,Software,Cloud Backup Plan,5.0,355.86,N. Joshi,UPI,New
ORD100611,07-Jan-2024,CUST1191,Ishaan Nair,West,Office Supplies,Desk Organizer,-2.0,58.7,A. Sharma,Debit Card,New
ORD100855,17/01/2024,CUST1015,ISHAAN PATEL,North ,Software,VPN Subscription,4.0,350.58,N. Joshi,Debit Card,Returning
ORD100451,2024-01-09,CUST1031,Sai Chopra, East,Furniture,Filing Cabinet,,171.75,P. Iyer,Net Banking,New
ORD100933,07-Jun-2024,CUST1093,NAVYA MEHTA,west,Electronics,27in Monitor,1.0,210.07,R. Verma,Debit Card,Returning
ORD100216,01/12/2025,CUST1216,Navya Iyer,WEST,Software,Project Mgmt Tool,5.0,414.82,P. Iyer,Net Banking,New
ORD100737,14-Aug-2025,CUST1317,Diya Singh,East,Software,VPN Subscription,5.0,446.77,N. Joshi,Net Banking,Returning
ORD100253,02-14-2025,CUST1253,Diya Verma,North,Furniture,Standing Desk,1.0,426.01,R. Verma,Wallet,Returning
ORD100152,08-13-2024,CUST1152,Sai Verma,WEST,Software,VPN Subscription,1.0,129.48,N. Joshi,UPI,New
ORD100194,2024-04-12,CUST1194,Arjun Reddy,West,Software,Project Mgmt Tool,1.0,355.3,P. Iyer,UPI,Returning
